college_id,college_name,college_full_name,city,state,ownership,nirf_rank,college_type,accreditation,website,contact_email,contact_phone,established_year,campus_size_acres,total_seats,hostel_available,girls_hostel,boys_hostel,sports_facilities,library,placement_cell,international_tie_ups,stream,course,course_specialization,degree_type,duration_years,entrance_exam,cutoff_type,cutoff_value_general,cutoff_value_obc,cutoff_value_sc,cutoff_value_st,cutoff_value_pwd,min_12th_percent_general,min_12th_percent_obc,min_12th_percent_sc,min_12th_percent_st,subjects_required_12th,lateral_entry_available,fees_annual_inr,fees_total_inr,scholarship_available,scholarship_details,placement_avg_lpa,placement_highest_lpa,top_recruiters,course_seats,reservation_general_percent,reservation_obc_percent,reservation_sc_percent,reservation_st_percent,reservation_pwd_percent,reservation_ews_percent,application_mode,application_start_date,application_end_date,counselling_date,admission_date,document_checklist,admission_steps,eligibility,capitation_fee,management_quota_available,nri_quota_available,foreign_national_quota,news_updates,tier
414,PACET Coimbatore,"PA College of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu,Private,174,Engineering,NAAC A,https://www.pacetcoimbatore.ac.in,admissions@pacetcoimbatore.ac.in,044-33142478,1990,75,2481,No,No,No,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,53368,39869,152926,118354,248051,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,76811,307244,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.6,20 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",104,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PACET Coimbatore,3
415,"Pandian Saraswathi Yadav Engineering College, Sivagangai","Pandian Saraswathi Yadav Engineering College, Sivagangai",Sivaganga,Tamil Nadu,Private,160,Engineering,NAAC B,https://www.pandiansaraswathiyad.ac.in,admissions@pandiansaraswat.ac.in,044-21934446,2009,441,410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,41072,52367,202886,105383,349727,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,148459,593836,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,5.6,18 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",52,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Pandian Saraswathi Yadav Engineering College, Sivagangai",3
416,"Pandian Saraswathi Yadav Engineering College, Sivagangai","Pandian Saraswathi Yadav Engineering College, Sivagangai",Sivaganga,Tamil Nadu,Private,160,Engineering,NAAC B,https://www.pandiansaraswathiyad.ac.in,admissions@pandiansaraswat.ac.in,044-23235282,2009,128,1877,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,78045,121442,194674,219411,168870,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,148459,593836,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,5.6,18 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",77,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,"Admissions open for 2026-27 batch at Pandian Saraswathi Yadav Engineering College, Sivagangai",3
417,PMIST Thanjavur,"Periyar Maniammai Institute of Science and Technology, Thanjavur",Thanjavur,Tamil Nadu,Private,339,Engineering,NAAC B,https://www.pmistthanjavur.ac.in,admissions@pmistthanjavur.ac.in,044-41833530,1993,794,2362,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Electronics and Communication Engineering,UG,4,Uni-Gauge-E,JEE Rank / Marks,41467,31280,140915,342850,218835,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,509000,2036000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.8,20 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",44,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Uni-Gauge-E score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PMIST Thanjavur,3
418,PMIST Thanjavur,"Periyar Maniammai Institute of Science and Technology, Thanjavur",Thanjavur,Tamil Nadu,Private,339,Engineering,NAAC B,https://www.pmistthanjavur.ac.in,admissions@pmistthanjavur.ac.in,044-48672992,1993,408,1525,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Computer Science and Engineering,UG,4,Uni-Gauge-E,JEE Rank / Marks,11293,99301,260231,181283,414498,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,509000,2036000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.8,20 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",54,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Uni-Gauge-E score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PMIST Thanjavur,3
419,PMIST Thanjavur,"Periyar Maniammai Institute of Science and Technology, Thanjavur",Thanjavur,Tamil Nadu,Private,339,Engineering,NAAC B,https://www.pmistthanjavur.ac.in,admissions@pmistthanjavur.ac.in,044-45122296,1993,407,1254,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Mechanical Engineering Part Time,UG,4,Uni-Gauge-E,JEE Rank / Marks,26993,56243,225122,362098,365099,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,509000,2036000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.8,20 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",79,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Uni-Gauge-E score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PMIST Thanjavur,3
420,PMIST Thanjavur,"Periyar Maniammai Institute of Science and Technology, Thanjavur",Thanjavur,Tamil Nadu,Private,339,Engineering,NAAC B,https://www.pmistthanjavur.ac.in,admissions@pmistthanjavur.ac.in,044-41070521,1993,526,2317,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Mechanical Engineering,UG,4,Uni-Gauge-E,JEE Rank / Marks,70035,57398,130832,189484,189687,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,509000,2036000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.8,20 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",48,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Uni-Gauge-E score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PMIST Thanjavur,3
421,PMIST Thanjavur,"Periyar Maniammai Institute of Science and Technology, Thanjavur",Thanjavur,Tamil Nadu,Private,339,Engineering,NAAC B,https://www.pmistthanjavur.ac.in,admissions@pmistthanjavur.ac.in,044-39055561,1993,658,2062,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Civil Engineering,UG,4,Uni-Gauge-E,JEE Rank / Marks,79455,55617,194497,251132,241942,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,509000,2036000,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.8,20 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",90,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Uni-Gauge-E score required. Age limit: Max 25 years.,Yes,Yes,No,No,Admissions open for 2026-27 batch at PMIST Thanjavur,3
422,PEC Tiruvallur,"Prathyusha Engineering College, Tiruvallur",Chennai,Tamil Nadu,Private,186,Engineering,NAAC B,https://www.pectiruvallur.ac.in,admissions@pectiruvallur.ac.in,044-34595221,1978,87,351,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,18224,57270,239519,117840,191469,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,107566,430264,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.4,9 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",31,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PEC Tiruvallur,3
423,PEC Tiruvallur,"Prathyusha Engineering College, Tiruvallur",Chennai,Tamil Nadu,Private,186,Engineering,NAAC B,https://www.pectiruvallur.ac.in,admissions@pectiruvallur.ac.in,044-36232099,1978,72,677,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Biotechnology,UG,4,TNEA; TANCET,TNEA Rank,65051,93407,139523,221049,199123,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,107566,430264,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.4,9 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",38,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,Admissions open for 2026-27 batch at PEC Tiruvallur,3
424,PEC Tiruvallur,"Prathyusha Engineering College, Tiruvallur",Chennai,Tamil Nadu,Private,186,Engineering,NAAC B,https://www.pectiruvallur.ac.in,admissions@pectiruvallur.ac.in,044-47489218,1978,169,2038,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,12377,80122,213007,228494,287165,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,107566,430264,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.4,9 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",101,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PEC Tiruvallur,3
425,PEC Tiruvallur,"Prathyusha Engineering College, Tiruvallur",Chennai,Tamil Nadu,Private,186,Engineering,NAAC B,https://www.pectiruvallur.ac.in,admissions@pectiruvallur.ac.in,044-25644945,1978,708,1673,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Computer Science and Business System,UG,4,TNEA; TANCET,TNEA Rank,77083,64604,189435,154786,231505,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,107566,430264,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.4,9 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",94,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,Admissions open for 2026-27 batch at PEC Tiruvallur,3
426,"PSR Engineering College, Sivakasi","PSR Engineering College, Sivakasi",Virudhunagar,Tamil Nadu,Private,229,Engineering,NAAC B+,https://www.psrengineeringcolleg.ac.in,admissions@psrengineeringc.ac.in,044-27215532,2000,240,578,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,11525,146777,199373,175895,279935,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,124947,499788,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.5,17 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",73,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,"Admissions open for 2026-27 batch at PSR Engineering College, Sivakasi",3
427,"PSR Engineering College, Sivakasi","PSR Engineering College, Sivakasi",Virudhunagar,Tamil Nadu,Private,229,Engineering,NAAC B+,https://www.psrengineeringcolleg.ac.in,admissions@psrengineeringc.ac.in,044-31749195,2000,306,1746,Yes,Yes,Yes,No,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,TNEA; TANCET,TNEA Rank,21566,114652,184087,390139,183387,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,124947,499788,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.5,17 LPA,"Tata Motors, Mahindra, TVS, Ashok Leyland",34,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,Yes,Yes,No,No,"Admissions open for 2026-27 batch at PSR Engineering College, Sivakasi",3
428,"PSR Engineering College, Sivakasi","PSR Engineering College, Sivakasi",Virudhunagar,Tamil Nadu,Private,229,Engineering,NAAC B+,https://www.psrengineeringcolleg.ac.in,admissions@psrengineeringc.ac.in,044-32380075,2000,170,629,Yes,Yes,Yes,No,Yes,Yes,No,Engineering,B.Tech,Biotechnology,UG,4,TNEA; TANCET,TNEA Rank,75274,54864,150022,185851,275024,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,124947,499788,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.5,17 LPA,"Amazon, Google, Microsoft, Flipkart, Ola",92,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at PSR Engineering College, Sivakasi",3
429,"SA Engineering College, Chennai","SA Engineering College, Chennai",Chennai,Tamil Nadu,Private,343,Engineering,NAAC A,https://www.saengineeringcollege.ac.in,admissions@saengineeringco.ac.in,044-39516896,1960,20,2207,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Information Technology,UG,4,Class 12,JEE Rank / Marks,38996,34182,175312,314546,193002,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,108148,432592,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.1,20 LPA,"Zoho, Freshworks, Capgemini, Accenture, IBM",112,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,Yes,Yes,No,No,"Admissions open for 2026-27 batch at SA Engineering College, Chennai",3
430,"SA Engineering College, Chennai","SA Engineering College, Chennai",Chennai,Tamil Nadu,Private,343,Engineering,NAAC A,https://www.saengineeringcollege.ac.in,admissions@saengineeringco.ac.in,044-45374988,1960,249,426,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,Class 12,JEE Rank / Marks,34206,74752,123217,221582,346499,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,108148,432592,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.1,20 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",88,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SA Engineering College, Chennai",3
431,"SA Engineering College, Chennai","SA Engineering College, Chennai",Chennai,Tamil Nadu,Private,343,Engineering,NAAC A,https://www.saengineeringcollege.ac.in,admissions@saengineeringco.ac.in,044-22004081,1960,124,2372,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Computer Science and Business Systems,UG,4,Class 12,JEE Rank / Marks,54361,78444,121051,147173,217455,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,108148,432592,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.1,20 LPA,"TCS, Infosys, Wipro, Cognizant, HCL",117,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SA Engineering College, Chennai",3
432,"SA Engineering College, Chennai","SA Engineering College, Chennai",Chennai,Tamil Nadu,Private,343,Engineering,NAAC A,https://www.saengineeringcollege.ac.in,admissions@saengineeringco.ac.in,044-29387270,1960,151,1266,Yes,Yes,Yes,Yes,Yes,Yes,No,Engineering,B.Tech,Cyber Security,UG,4,Class 12,JEE Rank / Marks,35200,37105,241172,315412,350407,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",No,108148,432592,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.1,20 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",63,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SA Engineering College, Chennai",3
433,"SA Engineering College, Chennai","SA Engineering College, Chennai",Chennai,Tamil Nadu,Private,343,Engineering,NAAC A,https://www.saengineeringcollege.ac.in,admissions@saengineeringco.ac.in,044-20752774,1960,774,1393,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,VLSI Design and Technology,UG,4,Class 12,JEE Rank / Marks,16057,144014,236865,279497,337950,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,108148,432592,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,7.1,20 LPA,"L&T, Bosch, Caterpillar, BHEL, Ford",94,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid Class 12 score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at SA Engineering College, Chennai",3
434,"Saranathan College of Engineering, Tiruchirappalli","Saranathan College of Engineering, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,Private,361,Engineering,NAAC B+,https://www.saranathancollegeofe.ac.in,admissions@saranathancolle.ac.in,044-23442689,1986,227,979,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Engineering,B.Tech,Artificial Intelligence and Data Science,UG,4,TNEA; TANCET,TNEA Rank,36118,81998,203410,174969,193558,55,55,50,50,"Physics, Chemistry, Mathematics (PCM)",Yes,111095,444380,Yes,TN Govt BC/MBC/SC/ST fee concession; Merit scholarship; NSP scholarship; Minority scholarship,6.7,10 LPA,"TCS, Wipro, Infosys, Accenture, Tech Mahindra",36,50,27,15,7.5,3,10,Online/Offline via Institution,2026-02-01,2026-06-15,2026-07-01,2026-07-25,10th Marksheet; 12th Marksheet; Transfer Certificate; Conduct Certificate; Community Certificate; Aadhar Card; Passport Size Photos; Income Certificate; First Graduate Certificate (if applicable); Nativity/Domicile Certificate,1. Get TNEA rank/score; 2. Visit college website or office; 3. Fill application form; 4. Submit documents; 5. Attend counselling; 6. Pay fees; 7. Complete admission formalities,Passed 12th Std with PCM. Min 55% marks. Valid TNEA score required. Age limit: Max 25 years.,No,Yes,No,No,"Admissions open for 2026-27 batch at Saranathan College of Engineering, Tiruchirappalli",3
